Orthogroup	PR	PS	PT
OG0029317		PS092398.2.0	PT092440.0
OG0029318		PS092416.2.0	PT092448.0
OG0029319		PS092417.2.0	PT092453.0
OG0029320		PS092430.2.0	PT092466.0
OG0029321		PS092433.2.0	PT092470.0
OG0029322		PS092436.2.0	PT092473.0
OG0029323		PS092445.2.0	PT092482.0
OG0029324		PS092449.2.0	PT171700.0
OG0029325		PS092455.2.0	PT092491.0
OG0029326		PS092460.2.0	PT092495.0
OG0029327		PS092461.2.0	PT092496.0
OG0029328		PS092462.2.0	PT182444.0
OG0029329		PS092469.2.0	PT142486.0
OG0029330		PS092476.2.0	PT092514.0
OG0029331		PS092487.2.0	PT092526.0
OG0029332		PS092499.2.0	PT092539.0
OG0029333		PS092500.2.0	PT092540.0
OG0029334		PS092507.2.0	PT092547.0
OG0029335		PS092508.2.0	PT092548.0
OG0029336		PS092509.2.0	PT092549.0
OG0029337		PS092510.2.0	PT092550.0
OG0029338		PS092514.2.0	PT092554.0
OG0029339		PS092524.2.0	PT092563.0
OG0029340		PS092525.2.0	PT092565.0
OG0029341		PS092531.2.0	PT092569.0
OG0029342		PS092533.2.0	PT092571.0
OG0029343		PS092541.2.0	PT092579.0
OG0029344		PS092547.2.0	PT092584.0
OG0029345		PS092561.2.0	PT092599.0
OG0029346		PS092563.2.0	PT211570.0
OG0029347		PS092564.2.0	PT211571.0
OG0029348		PS092577.2.0	PT092615.0
OG0029349		PS092585.2.0	PT092623.0
OG0029350		PS092587.2.0	PT111941.0
OG0029351		PS092591.2.0	PT092629.0
OG0029352		PS092592.2.0	PT092631.0
OG0029353		PS092595.2.0	PT092635.0
OG0029354		PS092600.2.0	PT092640.0
OG0029355		PS092601.2.0	PT092641.0
OG0029356		PS092605.2.0	PT092647.0
OG0029357		PS092606.2.0	PT092648.0
OG0029358		PS092607.2.0	PT092649.0
OG0029359		PS092619.2.0	PT092664.0
OG0029360		PS092620.2.0	PT092665.0
OG0029361		PS092624.2.0	PT092668.0
OG0029362		PS092628.2.0	PT092671.0
OG0029363		PS092634.2.0	PT092679.0
OG0029364		PS092641.2.0	PT092685.0
OG0029365		PS092649.2.0	PT092695.0
OG0029366		PS092650.2.0	PT092696.0
OG0029367		PS092651.2.0	PT211428.0
OG0029368		PS092652.2.0	PT092697.0
OG0029369		PS092659.2.0	PT092705.0
OG0029370		PS092669.2.0	PT092715.0
OG0029371		PS092676.2.0	PT030574.0
OG0029372		PS092681.2.0	PT030571.0
OG0029373		PS092686.2.0	PT020338.0
OG0029374		PS092697.2.0	PT092732.0
OG0029375		PS092700.2.0	PT092736.0
OG0029376		PS092710.2.0	PT092751.0
OG0029377		PS092713.2.0	PT092760.0
OG0029378		PS092719.2.0	PT092765.0
OG0029379		PS092724.2.0	PT092770.0
OG0029380		PS092726.2.0	PT092772.0
OG0029381		PS092727.2.0	PT092773.0
OG0029382		PS092737.2.0	PT092782.0
OG0029383		PS092743.2.0	PT092788.0
OG0029384		PS092749.2.0	PT092792.0
OG0029385		PS092757.2.0	PT092801.0
OG0029386		PS092777.2.0	PT092824.0
OG0029387		PS092780.2.0	PT092827.0
OG0029388		PS092802.2.0	PT211276.0
OG0029389		PS092804.2.0	PT092845.0
OG0029390		PS092817.2.0	PT092863.0
OG0029391		PS092823.2.0	PT092873.0
OG0029392		PS092824.2.0	PT092874.0
OG0029393		PS092825.2.0	PT182833.0
OG0029394		PS092827.2.0	PT092876.0
OG0029395		PS092833.2.0	PT092883.0
OG0029396		PS092841.2.0	PT062261.0
OG0029397		PS092844.2.0	PT092893.0
OG0029398		PS092846.2.0	PT092895.0
OG0029399		PS092849.2.0	PT092899.0
OG0029400		PS092863.2.0	PT092913.0
OG0029401		PS092865.2.0	PT092915.0
OG0029402		PS092869.2.0	PT092921.0
OG0029403		PS092870.2.0	PT092924.0
OG0029404		PS092876.2.0	PT092930.0
OG0029405		PS092886.2.0	PT092939.0
OG0029406		PS092902.2.0	PT092950.0
OG0029407		PS092909.2.0	PT092958.0
OG0029408		PS092910.2.0	PT092959.0
OG0029409		PS092911.2.0	PT092960.0
OG0029410		PS092912.2.0	PT092961.0
OG0029411		PS092920.2.0	PT092968.0
OG0029412		PS092929.2.0	PT092980.0
OG0029413		PS092938.2.0	PT092989.0
OG0029414		PS092942.2.0	PT182676.0
OG0029415		PS092949.2.0	PT093004.0
OG0029416		PS092967.2.0	PT093024.0
OG0029417		PS092968.2.0	PT093026.0
OG0029418		PS092969.2.0	PT093027.0
OG0029419		PS092974.2.0	PT093035.0
OG0029420		PS092976.2.0	PT093038.0
OG0029421		PS092984.2.0	PT182716.0
OG0029422		PS092985.2.0	PT093047.0
OG0029423		PS092987.2.0	PT093050.0
OG0029424		PS092988.2.0	PT093051.0
OG0029425		PS092991.2.0	PT093054.0
OG0029426		PS092999.2.0	PT093064.0
OG0029427		PS093001.2.0	PT093066.0
OG0029428		PS093006.2.0	PT211086.0
OG0029429		PS093014.2.0	PT093078.0
OG0029430		PS093019.2.0	PT093083.0
OG0029431		PS093039.2.0	PT093102.0
OG0029432		PS093044.2.0	PT093109.0
OG0029433		PS093046.2.0	PT093114.0
OG0029434		PS093048.2.0	PT093113.0
OG0029435		PS093049.2.0	PT182787.0
OG0029436		PS093060.2.0	PT093132.0
OG0029437		PS093066.2.0	PT093146.0
OG0029438		PS093067.2.0	PT093147.0
OG0029439		PS093069.2.0	PT093149.0
OG0029440		PS093075.2.0	PT093154.0
OG0029441		PS093077.2.0	PT093156.0
OG0029442		PS093083.2.0	PT093162.0
OG0029443		PS093085.2.0	PT093164.0
OG0029444		PS093088.2.0	PT093168.0
OG0029445		PS093089.2.0	PT093169.0
OG0029446		PS093091.2.0	PT093170.0
OG0029447		PS093095.2.0	PT093175.0
OG0029448		PS093112.2.0	PT093192.0
OG0029449		PS093114.2.0	PT093194.0
OG0029450		PS093120.2.0	PT093200.0
OG0029451		PS093125.2.0	PT093203.0
OG0029452		PS093129.2.0	PT093209.0
OG0029453		PS093130.2.0	PT093210.0
OG0029454		PS093131.2.0	PT093211.0
OG0029455		PS093132.2.0	PT093213.0
OG0029456		PS093140.2.0	PT093220.0
OG0029457		PS093142.2.0	PT093223.0
OG0029458		PS093146.2.0	PT093228.0
OG0029459		PS093154.2.0	PT093236.0
OG0029460		PS093163.2.0	PT093242.0
OG0029461		PS093173.2.0	PT093249.0
OG0029462		PS093178.2.0	PT093255.0
OG0029463		PS093191.2.0	PT093265.0
OG0029464		PS093193.2.0	PT093267.0
OG0029465		PS093204.2.0	PT093279.0
OG0029466		PS093212.2.0	PT093288.0
OG0029467		PS093213.2.0	PT093289.0
OG0029468		PS093216.2.0	PT093293.0
OG0029469		PS093219.2.0	PT093296.0
OG0029470		PS093223.2.0	PT193335.0
OG0029471		PS093224.2.0	PT093300.0
OG0029472		PS093226.2.0	PT093302.0
OG0029473		PS093228.2.0	PT093303.0
OG0029474		PS093238.2.0	PT093314.0
OG0029475		PS093240.2.0	PT093316.0
OG0029476		PS093245.2.0	PT093322.0
OG0029477		PS093250.2.0	PT093327.0
OG0029478		PS093268.2.0	PT093351.0
OG0029479		PS093272.2.0	PT093355.0
OG0029480		PS093274.2.0	PT093358.0
OG0029481		PS093278.2.0	PT093362.0
OG0029482		PS093282.2.0	PT093366.0
OG0029483		PS093285.2.0	PT093369.0
OG0029484		PS093287.2.0	PT093371.0
OG0029485		PS093292.2.0	PT093375.0
OG0029486		PS093295.2.0	PT093382.0
OG0029487		PS093298.2.0	PT093386.0
OG0029488		PS093299.2.0	PT093387.0
OG0029489		PS093305.2.0	PT093394.0
OG0029490		PS093323.2.0	PT183017.0
OG0029491		PS093330.2.0	PT093420.0
OG0029492		PS093343.2.0	PT093429.0
OG0029493		PS093347.2.0	PT093434.0
OG0029494		PS093355.2.0	PT093443.0
OG0029495		PS093365.2.0	PT093455.0
OG0029496		PS093368.2.0	PT093458.0
OG0029497		PS093373.2.0	PT143295.0
OG0029498		PS093387.2.0	PT093477.0
OG0029499		PS093394.2.0	PT093483.0
OG0029500		PS093398.2.0	PT093486.0
OG0029501		PS093400.2.0	PT093488.0
OG0029502		PS093407.2.0	PT093496.0
OG0029503		PS093417.2.0	PT093505.0
OG0029504		PS100046.2.0	PT103918.0
OG0029505		PS100047.2.0	PT103919.0
OG0029506		PS100049.2.0	PT103922.0
OG0029507		PS100054.2.0	PT103911.0
OG0029508		PS100069.2.0	PT103895.0
OG0029509		PS100070.2.0	PT203502.0
OG0029510		PS100082.2.0	PT103882.0
OG0029511		PS100089.2.0	PT103873.0
OG0029512		PS100097.2.0	PT103867.0
OG0029513		PS100103.2.0	PT103863.0
OG0029514		PS100108.2.0	PT103854.0
OG0029515		PS100109.2.0	PT103852.0
OG0029516		PS100113.2.0	PT103846.0
OG0029517		PS100132.2.0	PT103827.0
OG0029518		PS100138.2.0	PT103822.0
OG0029519		PS100141.2.0	PT103818.0
OG0029520		PS100156.2.0	PT103803.0
OG0029521		PS100164.2.0	PT103798.0
OG0029522		PS100180.2.0	PT103780.0
OG0029523		PS100185.2.0	PT103771.0
OG0029524		PS100187.2.0	PT103767.0
OG0029525		PS100196.2.0	PT103757.0
OG0029526		PS100201.2.0	PT203358.0
OG0029527		PS100227.2.0	PT103719.0
OG0029528		PS100231.2.0	PT103722.0
OG0029529		PS100244.2.0	PT103710.0
OG0029530		PS100250.2.0	PT103704.0
OG0029531		PS100252.2.0	PT103702.0
OG0029532		PS100253.2.0	PT081140.0
OG0029533		PS100260.2.0	PT103694.0
OG0029534		PS100275.2.0	PT013392.0
OG0029535		PS100282.2.0	PT103666.0
OG0029536		PS100293.2.0	PT103656.0
OG0029537		PS100297.2.0	PT103651.0
OG0029538		PS100301.2.0	PT103646.0
OG0029539		PS100304.2.0	PT103643.0
OG0029540		PS100305.2.0	PT103642.0
OG0029541		PS100311.2.0	PT103635.0
OG0029542		PS100324.2.0	PT103622.0
OG0029543		PS100329.2.0	PT103616.0
OG0029544		PS100332.2.0	PT023418.0
OG0029545		PS100342.2.0	PT103604.0
OG0029546		PS100344.2.0	PT103602.0
OG0029547		PS100351.2.0	PT103596.0
OG0029548		PS100354.2.0	PT103591.0
OG0029549		PS100357.2.0	PT103590.0
OG0029550		PS100373.2.0	PT103573.0
OG0029551		PS100400.2.0	PT103542.0
OG0029552		PS100405.2.0	PT103534.0
OG0029553		PS100409.2.0	PT074110.0
OG0029554		PS100415.2.0	PT103524.0
OG0029555		PS100417.2.0	PT103522.0
OG0029556		PS100425.2.0	PT103511.0
OG0029557		PS100427.2.0	PT103509.0
OG0029558		PS100444.2.0	PT103490.0
OG0029559		PS100448.2.0	PT103484.0
OG0029560		PS100450.2.0	PT103482.0
OG0029561		PS100451.2.0	PT103481.0
OG0029562		PS100457.2.0	PT103476.0
OG0029563		PS100480.2.0	PT103457.0
OG0029564		PS100494.2.0	PT103443.0
OG0029565		PS100499.2.0	PT103437.0
OG0029566		PS100511.2.0	PT103426.0
OG0029567		PS100512.2.0	PT103425.0
OG0029568		PS100516.2.0	PT103420.0
OG0029569		PS100519.2.0	PT103416.0
OG0029570		PS100529.2.0	PT103403.0
OG0029571		PS100530.2.0	PT103402.0
OG0029572		PS100537.2.0	PT103396.0
OG0029573		PS100547.2.0	PT103388.0
OG0029574		PS100548.2.0	PT103387.0
OG0029575		PS100563.2.0	PT103374.0
OG0029576		PS100586.2.0	PT103348.0
OG0029577		PS100589.2.0	PT103346.0
OG0029578		PS100590.2.0	PT103344.0
OG0029579		PS100603.2.0	PT103331.0
OG0029580		PS100607.2.0	PT103327.0
OG0029581		PS100609.2.0	PT103324.0
OG0029582		PS100626.2.0	PT103307.0
OG0029583		PS100628.2.0	PT103303.0
OG0029584		PS100632.2.0	PT103297.0
OG0029585		PS100637.2.0	PT103292.0
OG0029586		PS100638.2.0	PT103290.0
OG0029587		PS100658.2.0	PT103271.0
OG0029588		PS100665.2.0	PT103264.0
OG0029589		PS100674.2.0	PT103254.0
OG0029590		PS100675.2.0	PT103253.0
OG0029591		PS100708.2.0	PT103216.0
OG0029592		PS100711.2.0	PT103214.0
OG0029593		PS100735.2.0	PT103190.0
OG0029594		PS100736.2.0	PT103189.0
OG0029595		PS100742.2.0	PT103182.0
OG0029596		PS100744.2.0	PT103179.0
OG0029597		PS100745.2.0	PT103178.0
OG0029598		PS100747.2.0	PT103177.0
OG0029599		PS100757.2.0	PT103166.0
OG0029600		PS100761.2.0	PT103161.0
OG0029601		PS100764.2.0	PT103157.0
OG0029602		PS100781.2.0	PT103139.0
OG0029603		PS100787.2.0	PT103132.0
OG0029604		PS100802.2.0	PT103117.0
OG0029605		PS100819.2.0	PT103097.0
OG0029606		PS100820.2.0	PT103096.0
OG0029607		PS100821.2.0	PT103095.0
OG0029608		PS100823.2.0	PT103094.0
OG0029609		PS100827.2.0	PT103092.0
OG0029610		PS100850.2.0	PT103070.0
OG0029611		PS100852.2.0	PT103068.0
OG0029612		PS100868.2.0	PT103032.0
OG0029613		PS100871.2.0	PT103035.0
OG0029614		PS100872.2.0	PT093730.0
OG0029615		PS100889.2.0	PT103055.0
OG0029616		PS100905.2.0	PT103014.0
OG0029617		PS100906.2.0	PT103012.0
OG0029618		PS100912.2.0	PT103005.0
OG0029619		PS100930.2.0	PT102985.0
OG0029620		PS100941.2.0	PT102972.0
OG0029621		PS100946.2.0	PT102968.0
OG0029622		PS100958.2.0	PT102954.0
OG0029623		PS100964.2.0	PT052576.0
OG0029624		PS100978.2.0	PT102934.0
OG0029625		PS100987.2.0	PT102926.0
OG0029626		PS100995.2.0	PT102918.0
OG0029627		PS100998.2.0	PT102916.0
OG0029628		PS101010.2.0	PT102904.0
OG0029629		PS101014.2.0	PT102898.0
OG0029630		PS101023.2.0	PT102888.0
OG0029631		PS101024.2.0	PT102887.0
OG0029632		PS101027.2.0	PT102885.0
OG0029633		PS101036.2.0	PT102878.0
OG0029634		PS101039.2.0	PT102874.0
OG0029635		PS101046.2.0	PT102869.0
OG0029636		PS101048.2.0	PT102867.0
OG0029637		PS101053.2.0	PT102861.0
OG0029638		PS101055.2.0	PT102857.0
OG0029639		PS101059.2.0	PT102849.0
OG0029640		PS101061.2.0	PT102847.0
OG0029641		PS101062.2.0	PT102844.0
OG0029642		PS101064.2.0	PT102841.0
OG0029643		PS101067.2.0	PT102839.0
OG0029644		PS101071.2.0	PT102834.0
OG0029645		PS101078.2.0	PT102830.0
OG0029646		PS101082.2.0	PT102827.0
OG0029647		PS101086.2.0	PT102823.0
OG0029648		PS101088.2.0	PT102819.0
OG0029649		PS101095.2.0	PT102814.0
OG0029650		PS101101.2.0	PT102807.0
OG0029651		PS101108.2.0	PT102800.0
OG0029652		PS101109.2.0	PT102799.0
OG0029653		PS101110.2.0	PT102798.0
OG0029654		PS101112.2.0	PT102795.0
OG0029655		PS101114.2.0	PT102793.0
OG0029656		PS101117.2.0	PT102790.0
OG0029657		PS101126.2.0	PT102781.0
OG0029658		PS101132.2.0	PT102773.0
OG0029659		PS101144.2.0	PT102760.0
OG0029660		PS101150.2.0	PT130568.0
OG0029661		PS101151.2.0	PT102754.0
OG0029662		PS101157.2.0	PT102746.0
OG0029663		PS101160.2.0	PT103727.0
OG0029664		PS101166.2.0	PT210880.0
OG0029665		PS101167.2.0	PT102740.0
OG0029666		PS101173.2.0	PT102733.0
OG0029667		PS101176.2.0	PT102731.0
OG0029668		PS101177.2.0	PT102730.0
OG0029669		PS101180.2.0	PT082738.0
OG0029670		PS101181.2.0	PT102727.0
OG0029671		PS101183.2.0	PT102724.0
OG0029672		PS101184.2.0	PT102723.0
OG0029673		PS101189.2.0	PT102717.0
OG0029674		PS101190.2.0	PT102716.0
OG0029675		PS101194.2.0	PT102713.0
OG0029676		PS101195.2.0	PT102710.0
OG0029677		PS101196.2.0	PT102708.0
OG0029678		PS101197.2.0	PT072997.0
OG0029679		PS101201.2.0	PT102704.0
OG0029680		PS101203.2.0	PT102701.0
OG0029681		PS101205.2.0	PT102700.0
OG0029682		PS101209.2.0	PT102697.0
OG0029683		PS101212.2.0	PT102694.0
OG0029684		PS101219.2.0	PT102686.0
OG0029685		PS101221.2.0	PT102685.0
OG0029686		PS101228.2.0	PT102669.0
OG0029687		PS101229.2.0	PT102671.0
OG0029688		PS101231.2.0	PT102673.0
OG0029689		PS101232.2.0	PT020796.0
OG0029690		PS101233.2.0	PT102675.0
OG0029691		PS101234.2.0	PT102676.0
OG0029692		PS101245.2.0	PT212487.0
OG0029693		PS101249.2.0	PT102661.0
OG0029694		PS101252.2.0	PT102656.0
OG0029695		PS101253.2.0	PT102655.0
OG0029696		PS101257.2.0	PT122018.0
OG0029697		PS101258.2.0	PT102654.0
OG0029698		PS101265.2.0	PT102645.0
OG0029699		PS101267.2.0	PT102644.0
OG0029700		PS101268.2.0	PT063757.0
OG0029701		PS101270.2.0	PT102642.0
OG0029702		PS101271.2.0	PT102639.0
OG0029703		PS101272.2.0	PT102638.0
OG0029704		PS101281.2.0	PT102592.0
OG0029705		PS101286.2.0	PT102598.0
OG0029706		PS101288.2.0	PT102600.0
OG0029707		PS101292.2.0	PT102610.0
OG0029708		PS101295.2.0	PT102614.0
OG0029709		PS101303.2.0	PT102584.0
OG0029710		PS101305.2.0	PT102582.0
OG0029711		PS101307.2.0	PT102567.0
OG0029712		PS101308.2.0	PT102568.0
OG0029713		PS101312.2.0	PT102573.0
OG0029714		PS101313.2.0	PT172666.0
OG0029715		PS101315.2.0	PT102575.0
OG0029716		PS101316.2.0	PT102576.0
OG0029717		PS101318.2.0	PT102577.0
OG0029718		PS101321.2.0	PT112326.0
OG0029719		PS101325.2.0	PT102566.0
OG0029720		PS101330.2.0	PT102558.0
OG0029721		PS101331.2.0	PT102556.0
OG0029722		PS101333.2.0	PT102549.0
OG0029723		PS101337.2.0	PT102550.0
OG0029724		PS101343.2.0	PT164073.0
OG0029725		PS101345.2.0	PT172709.0
OG0029726		PS101347.2.0	PT164063.0
OG0029727		PS101349.2.0	PT034122.0
OG0029728		PS101354.2.0	PT102533.0
OG0029729		PS101355.2.0	PT102532.0
OG0029730		PS101357.2.0	PT102527.0
OG0029731		PS101361.2.0	PT102520.0
OG0029732		PS101363.2.0	PT102518.0
OG0029733		PS101366.2.0	PT102516.0
OG0029734		PS101367.2.0	PT102514.0
OG0029735		PS101374.2.0	PT102506.0
OG0029736		PS101399.2.0	PT193217.0
OG0029737		PS101400.2.0	PT030838.0
OG0029738		PS101404.2.0	PT102477.0
OG0029739		PS101406.2.0	PT102475.0
OG0029740		PS101408.2.0	PT102474.0
OG0029741		PS101409.2.0	PT102473.0
OG0029742		PS101419.2.0	PT102464.0
OG0029743		PS101429.2.0	PT102455.0
OG0029744		PS101430.2.0	PT102454.0
OG0029745		PS101431.2.0	PT102453.0
OG0029746		PS101438.2.0	PT102449.0
OG0029747		PS101447.2.0	PT102441.0
OG0029748		PS101454.2.0	PT052244.0
OG0029749		PS101455.2.0	PT015800.0
OG0029750		PS101456.2.0	PT102435.0
OG0029751		PS101458.2.0	PT102432.0
OG0029752		PS101461.2.0	PT102427.0
OG0029753		PS101473.2.0	PT102411.0
OG0029754		PS101474.2.0	PT102410.0
OG0029755		PS101493.2.0	PT102391.0
OG0029756		PS101496.2.0	PT102389.0
OG0029757		PS101498.2.0	PT102387.0
OG0029758		PS101500.2.0	PT102386.0
OG0029759		PS101502.2.0	PT102384.0
OG0029760		PS101505.2.0	PT102381.0
OG0029761		PS101508.2.0	PT102378.0
OG0029762		PS101517.2.0	PT102369.0
OG0029763		PS101521.2.0	PT102366.0
OG0029764		PS101523.2.0	PT102364.0
OG0029765		PS101529.2.0	PT102357.0
OG0029766		PS101535.2.0	PT102349.0
OG0029767		PS101537.2.0	PT102347.0
OG0029768		PS101547.2.0	PT102335.0
OG0029769		PS101552.2.0	PT102330.0
OG0029770		PS101553.2.0	PT102328.0
OG0029771		PS101555.2.0	PT102326.0
OG0029772		PS101558.2.0	PT193334.0
OG0029773		PS101565.2.0	PT102314.0
OG0029774		PS101572.2.0	PT193374.0
OG0029775		PS101573.2.0	PT102307.0
OG0029776		PS101575.2.0	PT102305.0
OG0029777		PS101577.2.0	PT102303.0
OG0029778		PS101598.2.0	PT102282.0
OG0029779		PS101600.2.0	PT133466.0
OG0029780		PS101611.2.0	PT102269.0
OG0029781		PS101615.2.0	PT102266.0
OG0029782		PS101617.2.0	PT102264.0
OG0029783		PS101619.2.0	PT102262.0
OG0029784		PS101620.2.0	PT090663.0
OG0029785		PS101622.2.0	PT102260.0
OG0029786		PS101627.2.0	PT102254.0
OG0029787		PS101630.2.0	PT102251.0
OG0029788		PS101637.2.0	PT102241.0
OG0029789		PS101644.2.0	PT102231.0
OG0029790		PS101645.2.0	PT102230.0
OG0029791		PS101650.2.0	PT102222.0
OG0029792		PS101653.2.0	PT102218.0
OG0029793		PS101657.2.0	PT102211.0
OG0029794		PS101660.2.0	PT102207.0
OG0029795		PS101661.2.0	PT102206.0
OG0029796		PS101662.2.0	PT102205.0
OG0029797		PS101663.2.0	PT102204.0
OG0029798		PS101664.2.0	PT102203.0
OG0029799		PS101677.2.0	PT102189.0
OG0029800		PS101687.2.0	PT102175.0
OG0029801		PS101689.2.0	PT102172.0
OG0029802		PS101692.2.0	PT102169.0
OG0029803		PS101697.2.0	PT102163.0
OG0029804		PS101698.2.0	PT033010.0
OG0029805		PS101699.2.0	PT102160.0
OG0029806		PS101705.2.0	PT102156.0
OG0029807		PS101706.2.0	PT102155.0
OG0029808		PS101707.2.0	PT102154.0
OG0029809		PS101711.2.0	PT032759.0
OG0029810		PS101720.2.0	PT102142.0
OG0029811		PS101721.2.0	PT102141.0
OG0029812		PS101736.2.0	PT102129.0
OG0029813		PS101739.2.0	PT102126.0
OG0029814		PS101751.2.0	PT102113.0
OG0029815		PS101760.2.0	PT102105.0
OG0029816		PS101761.2.0	PT102103.0
OG0029817		PS101774.2.0	PT102089.0
OG0029818		PS101779.2.0	PT102084.0
OG0029819		PS101782.2.0	PT050680.0
OG0029820		PS101785.2.0	PT102078.0
OG0029821		PS101788.2.0	PT102073.0
OG0029822		PS101796.2.0	PT102065.0
OG0029823		PS101797.2.0	PT102064.0
OG0029824		PS101798.2.0	PT102063.0
OG0029825		PS101808.2.0	PT102051.0
OG0029826		PS101814.2.0	PT220396.0
OG0029827		PS101822.2.0	PT102041.0
OG0029828		PS101823.2.0	PT102039.0
OG0029829		PS101826.2.0	PT102034.0
OG0029830		PS101834.2.0	PT102026.0
OG0029831		PS101837.2.0	PT102023.0
OG0029832		PS101838.2.0	PT102022.0
OG0029833		PS101839.2.0	PT102021.0
OG0029834		PS101844.2.0	PT102016.0
OG0029835		PS101845.2.0	PT102015.0
OG0029836		PS101851.2.0	PT102008.0
OG0029837		PS101857.2.0	PT101998.0
OG0029838		PS101858.2.0	PT101997.0
OG0029839		PS101865.2.0	PT101990.0
OG0029840		PS101866.2.0	PT101988.0
OG0029841		PS101870.2.0	PT101983.0
OG0029842		PS101872.2.0	PT101982.0
OG0029843		PS101879.2.0	PT101973.0
OG0029844		PS101880.2.0	PT101971.0
OG0029845		PS101881.2.0	PT101967.0
OG0029846		PS101889.2.0	PT101960.0
OG0029847		PS101890.2.0	PT220346.0
OG0029848		PS101891.2.0	PT101957.0
OG0029849		PS101892.2.0	PT101955.0
OG0029850		PS101893.2.0	PT101954.0
OG0029851		PS101897.2.0	PT101951.0
OG0029852		PS101902.2.0	PT101945.0
OG0029853		PS101903.2.0	PT101944.0
OG0029854		PS101909.2.0	PT101936.0
OG0029855		PS101915.2.0	PT101929.0
OG0029856		PS101917.2.0	PT101927.0
OG0029857		PS101919.2.0	PT101926.0
OG0029858		PS101920.2.0	PT101924.0
OG0029859		PS101931.2.0	PT101916.0
OG0029860		PS101938.2.0	PT101912.0
OG0029861		PS101948.2.0	PT101903.0
OG0029862		PS101949.2.0	PT101902.0
OG0029863		PS101950.2.0	PT101901.0
OG0029864		PS101962.2.0	PT020447.0
OG0029865		PS101964.2.0	PT101883.0
OG0029866		PS101970.2.0	PT101875.0
OG0029867		PS101972.2.0	PT101873.0
OG0029868		PS101975.2.0	PT171172.0
OG0029869		PS101978.2.0	PT101868.0
OG0029870		PS101982.2.0	PT101864.0
OG0029871		PS101984.2.0	PT101862.0
OG0029872		PS101985.2.0	PT101861.0
OG0029873		PS101988.2.0	PT101859.0
OG0029874		PS101990.2.0	PT101856.0
OG0029875		PS101991.2.0	PT101855.0
OG0029876		PS101995.2.0	PT101852.0
OG0029877		PS102003.2.0	PT101841.0
OG0029878		PS102004.2.0	PT101840.0
OG0029879		PS102005.2.0	PT101838.0
OG0029880		PS102008.2.0	PT220233.0
OG0029881		PS102009.2.0	PT101833.0
OG0029882		PS102020.2.0	PT101818.0
OG0029883		PS102030.2.0	PT101808.0
OG0029884		PS102032.2.0	PT220189.0
OG0029885		PS102042.2.0	PT101800.0
OG0029886		PS102046.2.0	PT020125.0
OG0029887		PS102051.2.0	PT101791.0
OG0029888		PS102055.2.0	PT101786.0
OG0029889		PS102059.2.0	PT101783.0
OG0029890		PS102062.2.0	PT101778.0
OG0029891		PS102064.2.0	PT101775.0
OG0029892		PS102074.2.0	PT101764.0
OG0029893		PS102076.2.0	PT052862.0
OG0029894		PS102077.2.0	PT101760.0
OG0029895		PS102081.2.0	PT101753.0
OG0029896		PS102085.2.0	PT163169.0
OG0029897		PS102093.2.0	PT034714.0
OG0029898		PS102096.2.0	PT101726.0
OG0029899		PS102097.2.0	PT101727.0
OG0029900		PS102098.2.0	PT044989.0
OG0029901		PS102100.2.0	PT101732.0
OG0029902		PS102101.2.0	PT101734.0
OG0029903		PS102103.2.0	PT101736.0
OG0029904		PS102107.2.0	PT101744.0
OG0029905		PS102111.2.0	PT101712.0
OG0029906		PS102119.2.0	PT032573.0
OG0029907		PS102132.2.0	PT030084.0
OG0029908		PS102141.2.0	PT101684.0
OG0029909		PS102142.2.0	PT101682.0
OG0029910		PS102144.2.0	PT101679.0
OG0029911		PS102145.2.0	PT101677.0
OG0029912		PS102150.2.0	PT101650.0
OG0029913		PS102154.2.0	PT101654.0
OG0029914		PS102169.2.0	PT080100.0
OG0029915		PS102177.2.0	PT192171.0
OG0029916		PS102179.2.0	PT101643.0
OG0029917		PS102180.2.0	PT101642.0
OG0029918		PS102184.2.0	PT101637.0
OG0029919		PS102185.2.0	PT101636.0
OG0029920		PS102189.2.0	PT101635.0
OG0029921		PS102207.2.0	PT071232.0
OG0029922		PS102209.2.0	PT101611.0
OG0029923		PS102210.2.0	PT101610.0
OG0029924		PS102216.2.0	PT101607.0
OG0029925		PS102220.2.0	PT101603.0
OG0029926		PS102222.2.0	PT101600.0
OG0029927		PS102227.2.0	PT101598.0
OG0029928		PS102235.2.0	PT101589.0
OG0029929		PS102236.2.0	PT101588.0
OG0029930		PS102239.2.0	PT101586.0
OG0029931		PS102241.2.0	PT221869.0
OG0029932		PS102249.2.0	PT101576.0
OG0029933		PS102253.2.0	PT101565.0
OG0029934		PS102263.2.0	PT101556.0
OG0029935		PS102265.2.0	PT101553.0
OG0029936		PS102266.2.0	PT101552.0
OG0029937		PS102267.2.0	PT101551.0
OG0029938		PS102268.2.0	PT101550.0
OG0029939		PS102269.2.0	PT101549.0
OG0029940		PS102272.2.0	PT101547.0
OG0029941		PS102274.2.0	PT101545.0
OG0029942		PS102275.2.0	PT101543.0
OG0029943		PS102284.2.0	PT101536.0
OG0029944		PS102288.2.0	PT221921.0
OG0029945		PS102293.2.0	PT192099.0
OG0029946		PS102295.2.0	PT101525.0
OG0029947		PS102298.2.0	PT101521.0
OG0029948		PS102299.2.0	PT101518.0
OG0029949		PS102304.2.0	PT101502.0
OG0029950		PS102307.2.0	PT101499.0
OG0029951		PS102310.2.0	PT101494.0
